Brand,Product,Product Type,Price,Rating,Details,Ingredients,URL,Store
Lancôme,Teint Idole Ultra Long Wear Foundation,foundation,47.0,4.5,"What it is: An oil-free, long-wearing, liquid foundation that delivers buildable coverage and leaves a natural-looking, velvety-matte finish for up to 24 hours.Skin Type: Normal, Dry, Combination, and OilyCoverage: Full   Finish: Matte    Formulation: Liquid  Ingredient Callouts: Free of fragrance.  What Else You Need to Know: Teint Idole Ultra Long Wearnow available in 50 shadesis guaranteed to have your shade. In a study with 400 women, 98 percent of participants were able to find their perfect shade match."," -Eternalsoft Polymer: Increases comfort level with long-lasting wear.
-NAI Pigments: Specially-coated pigments maintain consistent pH level with skin, so color stays true all day.
-Perlite and Silica: Absorb oil effectively.

Water, Cyclopentasiloxane, Polypropysilsequioxane, Isododecane, Dimethicone, C30-45 Alkyldimethylsilyl, Polypropylsilsequioxane Silica, Glycerin, Peg-10 Dimethicone, Dimethicone/Polyglycerinej-3 Crosspolymer, Sodium Chloride, Nylon-12, Paraffin, Cyclomethione, Aluminum Hydroxide, Disodium Edta, Disodium Stearoyl Glutamate, Dipropylene Glycol, Disteardimonium Hectorite, Acrylates Copolymer, Phenoxyethanol Chlorphenesin, Ethylparaben, [+/- May Contain CI 77007 / Ultramarines, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77891 / Titanium Dioxide].",https://sephora.com/product/teint-idole-ultra-24h-long-wear-foundation-P308201?icid2=products%20grid:p308201,Sephora
KVD Vegan Beauty,Lock-It Foundation,foundation,37.0,4.0,"What it is: A vegan, matte foundation with flexible full coverage and extreme long-wear.Coverage: Full Finish: Matte Formulation: Liquid Skin Type: Combination and Oily Ingredient Callouts: Free of parabens and phthalates. This product is also vegan and cruelty-free.What Else You Need to Know: A little goes a long way. One full pump is too much for a full-coverage face look. Build in pea-size droplets until you achieve the finish you want. One pea-size droplet gives you medium-to-full coverage. Two pea-size droplets gives you flawless full coverage.","As a 100% vegan and cruelty-free brand, KVD Vegan Beauty is committed to creating hyper-performance beauty products that are completely free of animal-derived ingredients, and never tested on animals. That means you can conceal, contour and create with confidence—knowing your products aren’t harming animals.We never use common cosmetic ingredients such as beeswax and carmine (a red dye made from beetles), and instead opt for kinder alternatives, without ever compromising on color. Now you can make compassionate choices without sacrificing bold, beautiful pigment and everlasting wear!
Visit the KVD Vegan Beauty boutique",https://sephora.com/product/lock-it-tattoo-foundation-P311138?icid2=products%20grid:p311138,Sephora
Dior,Dior Airflash Spray Foundation,foundation,62.0,4.5,"What it is: An ultra-fluid, water-resistant foundation that blends full coverage with a lightweight formula, providing airbrushed perfection for up to 12 hours.Coverage: Full  Finish: Radiant  Formulation: Liquid Skin Type: Normal, Dry, Combination, and Oily  Ingredient Callouts: Free of parabens. This product also comes in recyclable packaging.What Else You Need to Know: Enriched with light-diffusing pigments, this foundation smooths the look of skin and gives the complexion a radiant, perfected look that lasts all day. The unique micro-diffusion spray system delivers a fine mist of foundation to provide a soft, velvety complexion. The water-resistant formula ensures up to 12 hours of hold and colors that stay true. The ultra-fluid and ultra-fine texture allows for buildable, custom coverage to suit any skin tone and texture.Clinical Results: In an instrumental test on 20 people:- The water-resistant formula stayed color-true for up to 12 hours","Butane, Water, Propane, Hydrogenated Coconut Acid, Coco-Caprylate/Caprate, Butylene Glycol, Silica, Alcohol Denat., Aluminum Starch Octenylsuccinate, Dimethicone, Isobutane, Cetyl Peg/Ppg-10/1 Dimethicone, Polyglyceryl-6 Polyricinoleate, Hydrogenated Polyisobutene, C15-19 Alkane, Sodium Chloride, Polyglyceryl-2 Isostearate, Dimethicone Crosspolymer, Disteardimonium Hectorite, Caprylyl Glycol, Hydrogenated Poly (C6-14 Olefin), Disodium Stearoyl Glutamate, Aluminum Hydroxide, Fragrance, Tocopherol, Linalool, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht. May Contain (+/-): Yellow 5/Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Ultramarines (Ci 77007), Bismuth Oxychloride (Ci 77163), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).*The ingredients in the composition of Parfums Christian Dior products are regularly updated. Before using a Parfums Christian Dior product, please read the ingredient list on its packaging to ensure that the ingredients are suitable for your personal use.",https://sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,Sephora
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,foundation,46.0,4.5,"Which skin type is it good for?✔ Combination ✔ Oily What it is:
A perfect blend of skin care and makeup that helps control oil-breakthrough and gives skin a sheer hint of color for a healthy, natural glow.


What it does:

This lightweight formula provides ideal protection from the sun’s harmful, damaging rays with broad spectrum SPF 20 UVB/UVA sunscreen. It also controls oil-breakthrough with hydration to prevent dryness and soften and ease fine, dry lines. An antioxidant complex of vitamins C and E acts as a free radical scavenger to protect the skin from even the most aggressive effects of the environment, all while extremely long-wearing color stays true and wears evenly in a natural, semi-matte finish. Non-comedogenic and dermatologist- and allergy-tested to minimize the risk of irritation, it is perfect for all skin types, including sensitive ones. 

What else you need to know:
“I created this product because I wanted to give skin a fresh, healthy, no-makeup look with a soft hint of color that evens and enhances without hiding the skin.”Laura Mercier
","Laura Mercier, pioneer of the “Flawless Face,” is a world-renowned makeup artist and the innovative force behind the eponymous brand’s iconic products and luxe artistry techniques. She continues to make artistry effortless through her intuitive approach to beauty and philosophy: “What makes you unique makes you beautiful.”
Visit the Laura Mercier boutique",https://sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,Sephora
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,foundation,33.0,4.0,"What it is: A clean, multitasking tinted moisturizer that combines hydrating skincare benefits and SPF with naturally-radiant, sheer-to-medium coverage.Coverage: Light  Finish: Natural  Formulation: Cream Skin Type: Normal, Dry SPF: SPF 30Highlighted Ingredients: - Plant-Derived Squalene: Quenches dry skin with all-day hydration that feels light and refreshing.- Energizing Mineral Electrolytes: Helps replenish skin’s moisture.- Titanium Dioxide 6.2%: Mineral-based sunscreen. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and gluten-free.What Else You Need to Know: This oil-free tinted moisturizer hydrates and protects with mineral-based SPF 30, and evens out the complexion with a dewy, healthy-looking glow. The creamy, lightweight formula blends effortlessly onto skin. It’s your go-to formula for natural-looking coverage and everyday protection. It is the number-one prestige tinted moisturizer in the U.S.* The Power Of Good: bareMinerals believes every little choice has the power to make a big differencefor ourselves, our communities and the world around us. As creators of good-for-skin products, they support initiatives that create a chain of goodempowering women to look good, feel good, and do good for others. They want to help everyone feel the power of good.*Source: The NPD Group, Inc./U.S. Prestige Beauty Total Department/Specialty, Makeup Sales, 12 months ending February 2019.Clinical Results: In a U.S. independent clinical study of 63 women, after 1 week:- 215% improvement in skin hydration was observed- 100% of women reported experiencing improvement in skin texture- Skin appears more awake and refreshed","-Plant-Derived Squalene: Quenches dry skin with all-day hydration that feels light and refreshing.-Energizing Mineral Electrolytes: Helps replenish skin’s moisture.-Titanium Dioxide 6.2%: Mineral-based sunscreen. Water, Coconut Alkanes, Propanediol, Squalane, Trehalose, Isostearic Acid, Glycerin, Silica, Agar, Caprylic/Capric Triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Butylene Glycol, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride, Potassium Sorbate, Phenoxyethanol. May Contain (+/-): Titanium Dioxide, Iron Oxides.",https://sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Sephora
NARS,Natural Radiant Longwear Foundation,foundation,49.0,3.5,"What it is: A buildable, full-coverage foundation with up to 16 hours of lightweight, natural, fade-resistant wear.Coverage: Full  Finish: Natural   Formulation: Liquid Skin Type: Normal, Dry, and CombinationHighlighted Ingredients: - Blend of Fruit Extracts (Raspberry, Apple, and Watermelon): Helps support skin’s elastic fibers to smooth the look of skin’s texture over time for optimal radiance. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehyde, formaldehyde-releasing agents, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban, and fragrance. This product is also gluten-free. What Else You Need to Know: Available in 34 skin-matching shades that fit all skin tones and undertones, this unique formula mimics skin’s natural tone, fusing with it for the closest match. The transfer- and sweat-resistant foundation stays color-true and fresh-looking all day long, while radiantly smoothing the look of skin. For the best result, apply to clean, moisturized skin without primer.Clinical Results: In a 1-week independent U.S. consumer study of 65 participants: - 91% agree the foundation blends effortlessly - 85% agree the foundation feels weightless - 87% said skin’s texture seemed improved","Dimethicone, Water, Phenyl Trimethicone, Glycerin, Polymethylsilsesquioxane, Peg-10 Dimethicone, Dimethicone Crosspolymer, Cyclopentasiloxane, Trimethylsiloxysilicate, Ppg-3 Benzyl Ether Myristate, Boron Nitride, Bis-Butyldimethicone Polyglyceryl-3, Butylene Glycol, Sorbitan Sesquiisostearate, Rubus Idaeus (Raspberry) Fruit Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Tocopherol, Sodium Pca, Sodium Lactate, Disodium Stearoyl Glutamate, Hydrogenated Polydecene, Pentaerythrityl Tetraethylhexanoate, Peg/Ppg-14/7 Dimethyl Ether, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Stearoyl Glutamate, Behenic Acid, Stearic Acid, Stearyl Alcohol, Behenyl Alcohol, Disteardimonium Hectorite, Triethoxycaprylylsilane, Barium Sulfate, Aluminum Dimyristate, Alumina, Tin Oxide, Polysilicone-2, Potassium Hydroxide, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, [+/- (May Contain): Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499)].",https://sephora.com/product/natural-radiant-longwear-foundation-P427301?icid2=products%20grid:p427301,Sephora
bareMinerals,BAREPRO Performance Wear Powder Foundation,foundation,32.0,4.0,"What it is: A pressed powder foundation, with vitamins and minerals, that provides skin-improving, naturally-matte, full coverage for up to 12 hours.Coverage: Medium Finish: Matte Formulation: Pressed Powder  Skin Type: Normal, Dry, Combination, and OilyHighlighted Ingredients: - Silica: Helps absorb excess oil and give skin a soft-focus, natural-matte finish.- Vitamins B6, C, E: Formulated with 90 percent vitamins and minerals for a super-smooth texture.Ingredient Callouts: Free of mineral oil, sulfates SLS and SLES, parabens, formaldehyde, formaldehyde-releasing agents, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban, and fragrance. This product is also vegan, cruelty-free, and gluten-free.What Else You Need to Know: Redefining high-performance foundation, this formula is dermatologist-tested, non-acnegenic, noncomedogenic, and breathable. The silky-to-the-touch, non-drying powder delivers full, flawless coverage. It provides skin-improving long-wear without unnatural cakiness.The Power Of Good: bareMinerals believes every little choice has the power to make a big differencefor ourselves, our communities and the world around us. As creators of good-for-skin products, they support initiatives that create a chain of goodempowering women to look good, feel good, and do good for others. They want to help everyone feel the power of good. Clinical Results: Based on a 6 week US clinical study of 32 women:- 97% saw a reduction in the appearance of pore size- 100% experienced a reduction in skin oiliness/sebum (after 2, 4, and 6 weeks of use) Based on a 1 week US clinical study of 32 women:- Clinically shown to provide immediate and all-day hydration","THE BEAUTY OF MINERALS | We started the clean beauty revolution when we launched our best-selling mineral foundation in 1995, and since then we’ve continued to create clean, cruelty-free makeup and skincare products that never compromise on performance. Our good-for-skin formulas are free of harsh chemicals and unnecessary additives, and full of botanical extracts and natural minerals.
Visit the bareMinerals boutique",https://sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products%20grid:p410543,Sephora
NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,foundation,45.0,4.5,"What it is: A lightweight, natural-looking tinted moisturizer that supports skin’s overall condition and provides a translucent veil of sun protection.Coverage: Light  Finish: Natural  Formulation: Cream Skin Type: Normal and Dry SPF: SPF 30Highlighted Ingredients: - Mineral Rich Sea Water: Revives and re-mineralizes the complexion for a softer, smoother, and brighter natural glow.- Kopara: Hydrates and helps to encourage natural cell renewal for a healthier-looking complexion.- Vitamin C Derivative: Helps to reduce the appearance of dark spots caused by hyperpigmentation in as little as four weeks. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan and gluten-free.What Else You Need to Know: This tinted moisturizer hydrates thirsty skin and reduces the look of discoloration and dark spots after as little as four weeks. It also obscures the appearance of fine lines, wrinkles, pores, and other imperfections, while broad spectrum SPF 30 protects skin. It is dermatologist-tested and noncomedogenic.Clinical Results: Based on an independent consumer study after 4 weeks, on 31 participants:- 90% felt the product gave a healthy glow- 90% felt that after applying the product, their skin felt comfortable- 87% felt the product was lightweight on skin","Water, Dimethicone, Ethylhexyl Methoxycinnamate, Titanium Dioxide, Butylene Glycol, Propanediol, Diethylhexyl Succinate, Glycerin, Nylon-12, Cyclomethicone, Peg-9 Polydimethylsiloxyethyl Dimethicone, Peg-10 Dimethicone, Aluminum Hydroxide, Diphenylsiloxy Phenyl Trimethicone, Disteardimonium Hectorite, Sorbitan Sesquiisostearate, Stearic Acid Phenoxyethanol, Polymethylsilsesquioxane, Fragrance, Dimethicone/Vinyl, Dimethicone Crosspolymer, Trisodium, Edta, Aluminum Distearate, Talc, Ascorbyl Glucoside, Polysilicone-2, Vibrio Alginolyticus Ferment Filtrate, Tocopherol, Alteromonas Ferment Filtrate, Maris Sal (Sea Salt), Hydrogen Dimethicone, Bht, Algae (Algae Extract), Sodium Metabisulfite, Curcuma Longa [Curcuma Longa (Turmeric) Root Extract], Potassium Sorbate, Geraniol, Limonene, Citral, Linalool [+/- (May Contain): Ci 77891 (Titanium Dioxide), Ci 77491 (Iron Oxides), Ci 77492 (Iron Oxides), Ci 77499 (Iron Oxides)]. ",https://sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products%20grid:p302923,Sephora
NARS,Sheer Glow Foundation,foundation,47.0,4.0,"What it is: A foundation with buildable coverage for a finish that enhances the look of skin, without masking the natural complexion.Skin Type: Normal, Dry, Combination, and OilyCoverage: Medium   Finish: Natural  Formulation: Liquid Skin Type: Normal and Dry Highlighted Ingredients: - Vitamin C: Brightens skin and diminishes the look of discoloration.- Turmeric: Enhances skin radiance and evens the look of skin tone. Ingredient Callouts: Free of mineral oil, sulfates SLS and SLES, parabens, formaldehyde, formaldehyde-releasing agents, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban, and fragrance. This product is also gluten-free. What Else You Need to Know: Powered by the NARS’s Complexion Brightening Formula, this foundation evens the complexion, while improving the look of skin’s texture and brightness. Powerful antioxidants protect against damaging free radicals, while glycerin attracts and holds moisture.Clinical Results: In an independent consumer study on 24 participants after 4 weeks: - 96% said it evened out skin tone - 92% said skin felt moisturized - 92% said skin looked brighter and more radiant","Water, Cyclopentasiloxane, Butylene, Glycol, Glycerine, Polymethylsilsesquioxane, Dimethicone, Dimethicone/Vinal Dimethicone Crosspolymer, Triethylhexanoin, Peg-10 Dimethicone, Dis-Butydimethicone Polyglyceryl-3, Disteardimonium Hectorite, Sodium Glutamate, Sorbitan, Sesquiisostearate, 1-Methylhdantoin-2-Imide, Phenoxyenthanol, Sodium Dehydroacetate, Triethoxycaprylylsilane, Polusilocone-2, Serralysin, Curcuma Longa, Glycuosyl Hesperidin, Ascorbyl Glucoside, Tocpherol. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492, Ci 77491, Ci 77499).",https://sephora.com/product/sheer-glow-foundation-P247355?icid2=products%20grid:p247355,Sephora
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,foundation,64.0,4.0,"What it is: A liquid foundation that delivers a natural velvet-matte finish and SPF 25 for up to 16 hours of full coverage and the anti-aging effects of daily sunscreen.Coverage: Full Finish: Natural Matte  Formulation: Liquid Skin Type: Normal, Dry, Combination, and Oily SPF: SPF 25What Else You Need to Know: This foundation is made with patented Micro–fil™ technology. Unlike other foundations, which are made with round pigments that cause separation on the skin, Power Fabric’s Micro–fil™ technology pigments lay flat for seamless blending and layering and a flawless, natural matte finish.","Giorgio Armani translates his sense of fashion and his aesthetic vision into the world of fragrances, make-up and skincare. Elegance is key: beauty, simplicity and quality are delivered through products made from the finest materials, designed to convey an understated and timeless sophistication.
Visit the Armani Beauty boutique",https://sephora.com/product/power-fabric-longwear-high-cover-foundation-spf-25-P416785?icid2=products%20grid:p416785,Sephora
Bobbi Brown,Skin Long-Wear Weightless Foundation SPF 15,foundation,47.0,4.0,"What it is: A foundation with up to 16-hour wear, medium, buildable coverage, and a multidimensional, matte finish that’s comfortable, breathable, and weightless.Coverage: Medium  Finish: Matte Formulation: Liquid Skin Type: Normal, Combination, and Oily SPF: SPF 30 and Under Highlighted Ingredients: - Marine Sugar Cane, Algae Extract, and Natural Mineral Powders: Help control excess oil and shine.- Moisture-binding Glycerin: Delivers refreshing hydration.Ingredient Callouts: Free of sulfates SLS and SLES, parabens, and phthalates. This product is also vegan and gluten-free.What Else You Need to Know: Created through a high-speed cold-fusion process, this formula features skin-loving ingredients, oil-controlling actives, and skin-true pigments. These shades are expertly-calibrated to skin’s undertone to even out and color-correct the complexion in one simple step.","-Marine Sugar Cane Algae Extract and Natural Mineral Powders: Helps control excess oil and shine.-Moisture-Binding Glycerin: Delivers refreshing hydration.-Octinoxate 3.0%, Titanium Dioxide 1.6%: Sunscreen. Water, Dimethicone, Trimethylsiloxysilicate, Cetyl Peg/Ppg-10/1 Dimethicone, Butylene Glycol, Glycerin, Disteardimonium Hectorite, Polyglyceryl-3 Diisostearate, Sodium Chloride, Laminaria Saccharina Extract, Butyrospermum Parkii (Shea Butter), Fragrance, Ascorbyl Palmitate, Tocopherol, Dimethicone Crosspolymer, Methicone, Stearic Acid, Tocopheryl Acetate, Glyceryl Oleate, Lecithin, Glyceryl Stearate, Citric Acid, Aluminum Hydroxide, Talc, Disodium Edta, Linalool, Sodium Dehydroacetate, Phenoxyethanol. May Contain (+/-): Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499).*Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://sephora.com/product/skin-long-wear-weightless-foundation-spf-15-P427430?icid2=products%20grid:p427430,Sephora
HUDA BEAUTY,#FauxFilter Foundation,foundation,40.0,3.5,"What it is: A full-coverage cream foundation in 30 shades that visibly conceals blemishes and imperfections to create a flawless, airbrushed finish.Coverage: Full  Finish: Natural  Formulation: Liquid Skin Type: Combination, and Oily Highlighted Ingredients: - Argan Oil and Centella Asiatica: Hydrate skin.  Ingredient Callouts: Free of sulfates SLS and SLES and parabens. This product is also cruelty-free and made with recyclable packaging. What Else You Need to Know: Packed with a high percentage of ultra-refined pigments, #FauxFilter Foundation smooths and evens the look of skin texture. It diminishes the appearance of blemishes, scars, hyperpigmentation, and redness to create a flawless, airbrushed finish.","Water, Cyclopentasiloxane, Talc,   Isododecane,   PEG-10   Dimethicone,   Polymethyl Methacrylate,  Butylene  Glycol,  Glycerin,  Polyglyceryl-4 Isostearate,  Trimethylsiloxyphenyl  Dimethicone,  Alcohol Denat., Neopentyl Glycol Diethylhexanoate, Disteardimonium Hectorite, Phenoxyethanol, Benzyl Alcohol, Myristyl Lactate, Sodium Chloride, Sodium Dehydroacetate, Aluminum Hydroxide,Argania  Spinosa  Kernel  Oil,  Tocopheryl  Acetate,  Parfum/Fragrance,  Sodium  Lauroyl  Glutamate,  Silica,  Panthenol, Disodium  Edta,  Propylene  Glycol,  Lysine,  Centella Asiatica Extract,   Magnesium   Chloride,   Hydrogen   Dimethicone,Benzyl Salicylate, Coumarin, Hexyl Cinnamal, Hydroxycitronellal,Hydroxyisohexyl  3-Cyclohexene  Carboxaldehyde,  Linalool. May Contain (+/-): CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides),  CI  77492  (Iron  Oxides),  CI  77499  (Iron  Oxides),CI 77007(Ultramarines).",https://sephora.com/product/fauxfilter-foundation-P424302?icid2=products%20grid:p424302,Sephora
